"channel_id","title","description","custom_url","published_at","thumbnail","topic_id","keyword","banner","upload_list","total_view","subscriber","video_count","latest30_views","latest30_likes","latest30_comments","rank","participation_rate","activity_rate","avg_views","avg_likes","avg_comments","like_per_view","comment_per_view","channel_activity","channel_wordcloud"
"UCCb6W2FU1L7j9mw14YK-9yg","김메주와 고양이들","오늘도 평화로운 메주네☀️

🔸 업로드: 수/토 오후 5시
✉️ 비즈니스 문의 mejoojoy@gmail.com

🐈  고양이들 프로필
▪️ 먼지♂ : 그레이 락 (2010.12.24) 
▪️ 봉지♂ : 번 브래드 (2011.03.15) 
▪️ 휴지♂ : 화이트글로브 (2012.02.14) 
▪️ 요지♂ : 골드 마리모 (2016.10.05) 
▪️ 오들♀ : 치즈 프린세스 (2022.04.13 동글절)","@mejooandcats","2016-12-05 11:48:26","https://yt3.ggpht.com/Uk6ujyzSetiuHYpEaEPzscAjGx_a4Vd2j3zQ-z_ciFySagb23eiD2-YzRxr18xK1bMedCNhxEg=s88-c-k-c0x00ffffff-no-rj","[46, 51]","고양이 cat cats kitten cute 냥이 고양이애교 김메주와고양이들 Mejoo 김메주 고양이네마리 냥덕 냥덕후 먼치킨 Munchkin 러시안블루 russianblue 샴 샤미즈 siamese siam 먼봉휴요 냥튜브","https://yt3.googleusercontent.com/4aKw83h4vahW9tDzZ_cdLSmSIoCkJBkT7SO3ZDyYhq9pLvwpcIO93FAL_y5zg0eQLpadyS_foA","UUCb6W2FU1L7j9mw14YK-9yg","270111749","622000","1212","4834343","203511","7971","silver","4.37","25.91","161144","6783","265","1:23","1:608","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/334bebd0-d25c-47b1-cd91-01044b779600/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/bc9c6701-d514-4fc8-4758-a44c7b560900/public"
"UC98TOxKQk4aLcx0EjIK0LkQ","해수인tv Hesuin BADA","재미있는 바다 친구들!! 해수인tv에서 만나보세요~! 
Funny Sea friends!! Meet at hesuin tv~! 

If you like my video, don't forget to SUBSCRIBE! Thank you :)

다양한 생물 제보도 보내주시고 너무 너무 감사하게 
메일 확인하고 있습니다. 

그런데 간혹 보낼 타이밍을 놓쳐 답장을 못하는 경우가 있습니다ㅠ

답장이 없어도 괜찮아요!! 하시는 분들만 메일 부탁드립니다!! 
감사합니다😀

비지니스문의 : bada7tv@gmail.com","@tvhesuinbada4267","2019-01-08 18:53:30","https://yt3.ggpht.com/Y7LShHS-J4rerOba8WbWeZzH9qoLBBXVqIagV2UWtxYrwNY_WjzeXOlahrNG-J3uyuOu3wJWOA=s88-c-k-c0x00ffffff-no-rj","[46, 51]","","https://yt3.googleusercontent.com/jdMTPRLqre_Xr94wQSCY_mTGUyssRI6h7HCR1RpqYvogFyPbanKaf8yby-HSxgh0krBwTX5H1g","UU98TOxKQk4aLcx0EjIK0LkQ","232795780","595000","257","14180275","193691","9675","silver","1.43","79.44","472675","6456","322","1:73","1:1467","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/f79399bf-1ea3-46e0-1b13-48f6123dfc00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/1f2e38ae-462a-4171-596b-68dbafe95400/public"
"UCv2oDUS8fEOJDhcT2tlw-Cg","댕댕이와야옹이","댕댕이와 야옹이가 하고싶은 말 일상","@user-qx8le8we2w","2017-04-02 18:28:34","https://yt3.ggpht.com/pfxfL3TiI2XI7Qo9gfC9pCD5fj3GEtOnS5VG5_5hTIadMfaRJEcy2k9CE9BNBGjcOKtT5B8Y=s88-c-k-c0x00ffffff-no-rj","[46, 51]","골든리트리버 길고양이 댕댕이 야옹이 강아지고양이 댕댕이와야옹이 ASMR 강아지먹방 먹방 ""Dog mukbang"" ""Golden Retriever"" 비트코인 주식 부동산 박호두 짭구 차트공부 스트릿","","UUv2oDUS8fEOJDhcT2tlw-Cg","129817994","578000","231","1471759","31189","2641","silver","2.3","8.49","49058","1039","88","1:47","1:557","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/cb4a0b56-7fda-4412-620a-cec4ca1da500/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/388c1dcf-a46a-4e8f-04db-1969a818d700/public"
"UCbmZSeosMzA_AkxkoY5gG2Q","코인 김선장","","@pior6713","2012-01-10 03:37:51","https://yt3.ggpht.com/73f-PfpgU8Hw1rcsvqaD7dg7LkDIgCQUYB2sXV7K6KwrBIDRKUm7l_LR66SpsphtbUwUSd5k=s88-c-k-c0x00ffffff-no-rj","[46, 50]","비트코인 업비트 빗썸 코인원 바이낸스 이더리움 에이다 리플 하드포크 주식 매매 돈버는방법 해외선물 마진거래","https://yt3.googleusercontent.com/0-g9CdV5ndTyMgbt2is4xCHSgXUUFHyxXlPFMzsOt_rgk8ue6fPx6pc8qugTK08vP8V5mV8f6bU","UUbmZSeosMzA_AkxkoY5gG2Q","183285632","576000","6","183285826","405819","1298","silver","0.22","5303.41","30547637","67636","216","1:451","1:141424","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/19c3c6bb-bc5b-4b1c-c799-d928eaee4700/public",""
"UCeXxAet11DPbC8pG-lBOUTQ","아리둥절 Ari the Corgi","안녕하세요!
아리와 아리집사 (망)나니입니다 :) 
똑똑이 아리와의 일상을 함께해주셔서 감사합니다😍

▶웰시코기 아리 프로필
성별: 공주님
나이: 2016년생
취미: 
-어려운 문제 해결 
-24시간 집사 감시
특징: 
-가끔 천재견이라 불림
-몸과 마음이 건강한 강아지 (전설의 분리행복견)
별명: '아리'스토텔레스, 콩자반 등
장래희망: 남의 집 개 (사람 조하)

▶아리스타그램 ari_the_corgi   
▶비즈니스 문의 ari_corgi@sandbox.co.kr","@arithecorgi","2018-07-30 02:35:44","https://yt3.ggpht.com/ytc/AGIKgqPjCn90QQmxW1JRiOPMQ64oEm8SUHMyPGZij1bJiA=s88-c-k-c0x00ffffff-no-rj","[46, 51]","동물 강아지 웰시코기 강아지유튜브 아리둥절","https://yt3.googleusercontent.com/lvZegqjQMELuXotT2tD9vbVA82uoixwjVmSvXyp8dV4oK896HHxr-t9EjjTdaH88uvf_38mQEu4","UUeXxAet11DPbC8pG-lBOUTQ","193151579","575000","297","23084491","579747","13726","silver","2.57","133.82","769483","19324","457","1:39","1:1683","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/3f25e3f0-a02e-4565-4dde-9515d2288900/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/3cf13ad9-b94c-4a80-7a72-a6ce9d3e4300/public"
"UC43CkWhXhi20AvyrWG2nU_g","Griffin Frenchie","We are two French Bulldogs Griffin and Haru, we love to eat healthy food and show off our cute personalities. Haru loves to sing and do a trust fall. Griffin is the instigator when it comes to tantrums and is a very clever boy. Welcome to our cute channel!","@griffinfrenchie","2019-01-12 10:19:46","https://yt3.ggpht.com/ytc/AGIKgqOYKAxi3kafKSO0qLQXLie06mRiRIEcB3JYcnH9KQ=s88-c-k-c0x00ffffff-no-rj","[40, 46, 51]","","https://yt3.googleusercontent.com/tifnSh0WbwXMknpKXuHXPgygfnPgkkLTdzE45ZOfadkFTDulPynKhK-2wvAeZOhRI5ODlK8ejw","UU43CkWhXhi20AvyrWG2nU_g","282089425","568000","503","6049745","458941","9468","silver","7.74","35.5","201658","15298","315","1:13","1:640","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/5674384c-6981-4db9-25bf-5efe60df6200/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/3b770c5f-1ccc-43b7-56c3-f00fb4103100/public"
"UCyiV1mCTzLS1ZB4hyDgtS6g","이누인 INUINN","한일부부가 운영하는 애견카페 이누인입니다.
저희 채널은 동물들과 함께 성장하는 글로벌 동물 쇼츠 채널입니다.

한국 강아지들의 귀엽고 재미있는 영상, 세계의 다양한 동물들을 알아갈 수 있는 영상을 담아보았습니다.

모든 영상은 제작자가 자체 해석하여 제작되었습니다.
불편한 장면이 있다면 아래의 이메일로 문의를 남겨주세요!

광고 및 유튜버 협업문의 louis@inuinn.com","@inuinn","2011-04-15 14:44:16","https://yt3.ggpht.com/cJXGGPRQhvwrF9kA6erI0GGx4fNboyVTxgX4SmSYncIuPuL8nlH4krAR48o_ZTFHM46DxyCa8w=s88-c-k-c0x00ffffff-no-rj","[46, 51]","대형견 dog 강아지 러시아밈 ""korea dog"" aninals ""Funny dog"" ""Funny animals"" ""Cute dog"" ""귀여운 강아지"" ""dog meme"" ""russia meme"" ""Russian memes"" ""Japan dog"" ""이누인 애견카페"" ""동학사 애견카페"" ""대전 애견카페"" ""Dog life"" ""Golden retriever"" 골든리트리버 허스키 한일부부 日韓夫婦 ""Japan meme"" ""dog lover"" ""dogs life"" ""dog youtuber"" ""animal youtuber"" ""korean dog"" ""russia dog"" ""shorts youtuber""","https://yt3.googleusercontent.com/rzzulYjnRoMFx84MkfV_22x0P1-YUXPl_C01EFhufsOJH4NuewjjtHELBJ_4xOOwqUCDpI5FoG8","UUyiV1mCTzLS1ZB4hyDgtS6g","37227129","543000","215","1106801","26605","755","silver","2.47","6.79","36893","886","25","1:41","1:1475","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/bbd93d44-f144-4beb-3e84-2347245c2700/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/d835e7e8-8aee-4135-5804-8af5573c8100/public"
"UCLmeWUramUY8YAQ6A40Ionw","무지막지한 막무家네","무지와 막지의 일상을 담은 막무家네 채널입니다 :-)

👦🏻 무지 (muji)
- 생일 : 2017.06.29
- 성별 : 남 (male)

👶🏾 막지 (makji)
- 생일 : 2019.02.04
- 성별 : 남 (male)


💌 비지니스 문의 : mujimagji@gmail.com

인스타그램
- www.instagram.com/muuuuuuji","@mujimakji","2019-05-09 12:32:00","https://yt3.ggpht.com/ytc/AGIKgqOSWTha5HI8-gr_y2BhIfVhhInVYGMAyWmedKAL=s88-c-k-c0x00ffffff-no-rj","[46, 51]","고양이 무지막지 무지 막지 muji makji mujimakji","https://yt3.googleusercontent.com/2Nf4_sMpLpTLkmble5XewJYiizGe950EtB_xoNBd0-vUDoRbOosFeWML1hXAAdQ4bNdxDrHEeg","UULmeWUramUY8YAQ6A40Ionw","130498292","534000","328","10890485","277895","4504","silver","2.59","67.98","363016","9263","150","1:39","1:2420","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/6cedf737-781d-41a7-4203-eeeffab4f600/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/dbe9442f-7526-4d75-5972-2ec842826000/public"
"UCKUz_7LxgiMXa0lrwzzsKTQ","검은고양이 다홍 Blackcat Dahong","2019년 9월 28일 구조된 길고양이에서 유명 연예묘가 된 다홍이 
초보집사 수홍아빠와 행복하고 알콩달콩한 일상을 공유합니다 - 홍 !
#검은고양이 #길고양이 #코리안숏헤어  #다홍이 #천재고양이  #박수홍 

문의  blcat@dahongerang.com","@blackcatdahong1027","2020-12-23 06:22:43.741668","https://yt3.ggpht.com/pvn-Fk5KSWv8Y3eoR4SfIQEwEnyi5UzyY5CoBuiKxLenWBXmNfnnxqRLsq5BVNLjCjMQTbgPig=s88-c-k-c0x00ffffff-no-rj","[46, 51]","#반려동물 #고양이 #검은고양이 #blackcat #catvideo #cat #luckyblackcat 박수홍 다홍이","https://yt3.googleusercontent.com/euFEcZZXBVBJ8BYIMgOQfITFL-L7FVNZFBAicKV_dxdWA0Tv9jkCMdlc6V6tiFEAZNNwz4jVwA","UUKUz_7LxgiMXa0lrwzzsKTQ","45500493","531000","79","4724610","247478","16418","silver","5.59","29.66","157487","8249","547","1:19","1:287","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/43a502db-20cd-4d7b-e769-7b91fa06c800/public",""
"UCNhofiqfw5nl-NeDJkXtPvw","빠니보틀 Pani Bottle","여행합니다.","@panibottle","2012-03-19 04:06:59","https://yt3.ggpht.com/lh7GiITaDKNdh6hi2GasqJrfi6AqDaj0qqR1UvVWGZPjltJmYzuftmA65KDy_Tltu6S8k82WkQ=s88-c-k-c0x00ffffff-no-rj","[46, 63]","""여행 유튜버"" ""인도 여행 유튜브"" ""오토바이 여행"" ""인도 여행"" ""동남아 여행"" ""Around the World"" ""Pani bottle Travel"" ""세계 여행 유튜브"" ""세계 여행 유튜버"" ""여행 유튜브"" 여행 중앙아시아 인도 감자","https://yt3.googleusercontent.com/9149IzjSqDEwos7sGXwLot_MmqJEsPLew_UuEeAkJazm61vlJ2wo_gA4QHeyphFdcFziEYol","UUNhofiqfw5nl-NeDJkXtPvw","398108191","1780000","294","56603997","953595","81237","gold","1.83","106.0","1886799","31786","2707","1:59","1:697","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/bd0782c0-3739-4fb4-ee1e-2d9a47e5a100/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/d8f832d1-aa1a-43c4-0684-d42ed3f4eb00/public"
"UClRNDVO8093rmRTtLe4GEPw","곽튜브","세계여행 및 음식탐방을 목표로 하는 채널입니다.
문의 
insta : @jbkwak
mail : kwaktube@sandboxnetwork.net","@jbkwak","2018-10-16 17:14:53","https://yt3.ggpht.com/IiZfu92VbzJoI3gcw7NwyQTXBSPgk9-GBIwVj8tGEex-9uozEIvfDX2N6DNJVh15Uh1yy42VaA=s88-c-k-c0x00ffffff-no-rj","[46]","","https://yt3.googleusercontent.com/3eqGnk0gBggGozF5G67kXs9yDOIMvIiplTRxmEMlh4-entWMq-ALDwU8ZHoDiaWivYAdbj1-6Q","UUlRNDVO8093rmRTtLe4GEPw","345000068","1600000","300","40769164","678976","59538","gold","1.81","84.94","1358972","22632","1984","1:60","1:684","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/a49ddbaa-6417-48d3-1136-35b648706000/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/b956ac15-7509-4678-8899-de5a15298500/public"
"UCdGwDjTgbSwQDZ8dYOdrplg","Soon Films 순필름","맛있는 길거리음식을 소개하는 푸드채널 순필름(Soon Films)입니다.
전세계 다양한 길거리음식들을 소개하는 것을 목표로 하고 있습니다.
즐거운 하루 되세요~^^

무료 촬영 문의 : soonfilms@naver.com","@soonfilms","2014-09-01 08:15:59","https://yt3.ggpht.com/ytc/AGIKgqOtA6pi1_2iOSyCppNO4MsvxdI3DY3u94QzPr3f0g=s88-c-k-c0x00ffffff-no-rj","[46, 49]","길거리음식 소개 ""street food"" ""φαγητό του δρόμου"" straatvoedsel ""Gade mad"" Straßenessen ""уличная забегаловка"" ""makanan jalanan"" ""thức ăn đường phố"" ""রাস্তার খাবার"" gatumat ""comida de la calle"" ""شارع الطعام"" ""cibo di strada"" ""jalan makanan"" 屋台の食べ物 街头食品 街頭食品 อาหารข้างทาง ""sokak yemeği"" ""comida de rua"" ""l'alimentation de rue"" gyorskaja ""אוכל רחוב"" ""सड़क का खाना"" 순필름 ""soon films"" soonfilms","https://yt3.googleusercontent.com/w-0U8sPQNqe6ldxet6RYyooAV1qbe5iR7YNDpnZozAxwjM9_sOJcY0ixG_NOH36vsft5C7SdAvI","UUdGwDjTgbSwQDZ8dYOdrplg","1040523885","1530000","1073","8337119","39322","1407","gold","0.49","18.16","277903","1310","46","1:212","1:6041","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/46d775a3-f110-4dd2-23b2-dcea82151a00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/0d001bd7-3b4e-45ef-d169-420dae574800/public"
"UCNmcTEOEOW89YtxIPQG9qFg","King Food 킹푸드","여러분 감사합니다.
세상에 모든 특별한 음식을 여러분과 공유하고싶은 킹푸드입니다
늘 놀라운 음식 이야기로 여러분의  눈과 귀, 입을 즐겁게 해드리겠습니다.
마음은 행복하고  
몸은 건강하게~!!
You are a king food family.

Thank you, everyone.
We are """"King food"""" that want to share with you all the special food in the world.
We will always make you happy with amazing food stories.
I wish you good health, happiness, and peace
You are a king food family.","@kingfood","2017-09-08 01:14:05","https://yt3.ggpht.com/5-kVXMGtSyGvNDZFxFxcK1t6EVcgYm860nwCye6r9nTUu-MHno5oJL9UzomrKwKoyMbyn33kFA=s88-c-k-c0x00ffffff-no-rj","[46, 49]","길거리음식 korean street food ""korean street food"" ""street food"" ""korean street food sweets"" ""korean street food waffle"" ""korean street food toast"" ""korean street food recipe"" ""korean street food dessert"" ""korean street food chicken"" ""korean street food fish cake"" ""korean street food noodles"" ""korean street food tteokbokki"" ""Korea Ice Cream Factory"" ""Korea ice cream"" ""Korean food factory"" ""korean street food cake"" ""korean street food ice cream""","https://yt3.googleusercontent.com/aUII9rB00Z-6hzuk6moZroc_t7n7PwwaVlCg0pQZx_Q1pC9FWD466ax6YAVBp7XZXYhjQwfxZao","UUNmcTEOEOW89YtxIPQG9qFg","597437516","1440000","800","3663275","21531","826","gold","0.61","8.48","122109","717","27","1:170","1:4522","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/74f65f21-9adb-4784-736a-ad894e92f700/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/4579e6c2-e4b2-465f-d317-57c59c7bd300/public"
"UCeyU98dnBQ18KdThUqSvBtA","Rirang OnAir","여행하는 girl camper Rirang","@rirangonair","2018-09-12 10:49:54","https://yt3.ggpht.com/ytc/AGIKgqN6DhNabnUwq1A9GParoNZmVkZzCEGFKK3_PmzLbA=s88-c-k-c0x00ffffff-no-rj","[46, 63]","백패킹 CAMPING CAMPER TOURIST 캠핑 백패커 여자백패커 backpacking backpacker 캠퍼 bushcraft 부쉬크래프트 여행 travel 걸캠퍼 koreancamping korea korean","https://yt3.googleusercontent.com/gIizI-ye8go889gsyUhMEFEcbzNg1bB1GFz3CEE95bDcDiMdYW1dZasgMTv1i52sSX9MCC0p","UUeyU98dnBQ18KdThUqSvBtA","200924994","1280000","258","25093651","469262","26930","gold","1.98","65.35","836455","15642","897","1:53","1:932","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/7cf58a2e-cbb7-4c7b-555b-02a040962a00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/0a49152c-ef77-4352-4dcc-968208f5bd00/public"
"UClrGKMnK9lvo83f_vl-O-RQ","Kim Miso","김미소♥잎티삼 
يومياتي في كوريا Don't Dream For it , Work For it Youtube","@kimmiso","2015-06-03 13:15:18","https://yt3.ggpht.com/s4s4qaFmCjgk3Cv5ueOLJFaZU9dmkFBqTJFLzyhx9nvphFrFKNprpfbuqyW21mNIM-wfQEsBBRw=s88-c-k-c0x00ffffff-no-rj","[40, 46]","","https://yt3.googleusercontent.com/yrDOHNKlNuvsZligX9XFcP7P2wZzwJW5Olg5HycgUCkhR1a6EPAbl2jEq9oBZnhYMil_XtHfiw","UUlrGKMnK9lvo83f_vl-O-RQ","112256534","1250000","477","3543981","149721","12982","gold","4.59","9.45","118132","4990","432","1:23","1:273","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/0977633e-5fd8-4678-42d4-3f5b7f1db200/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/17e3a710-43cb-4bf1-216f-e393224e0a00/public"
"UC4yDkTiEcy3hJ9LfCdx9Pkw","피기보이 PiggyBoy","직접 발로 뛰며 맛있는 음식을 소개하는 피기보이입니다.
항상 더 나은 영상을 만들도록 노력하겠습니다.
영상 재밌고 맛있게 봐주시면 감사하겠습니다!

 * 구독과 좋아요는 저에게 큰 힘이 됩니당 ^_^ *

 * 문의 : piggyboy44@gmail.com

Hi ! 
I am PiggyBoy who is making videos about delicious food in the world with high quality.
I hope you all enjoy watching my videos deliciously.

 * Don't forget to subscribe me lol ^_^ *","@piggyboy","2019-05-10 09:34:49","https://yt3.ggpht.com/ytc/AGIKgqNXkyHIjL5UMgpXGJ_j3lKabZ-9s8bMrJZXLmsQsQ=s88-c-k-c0x00ffffff-no-rj","[46, 49]","""한국 길거리 음식"" ""korean street food"" foodie yummy 맛집","https://yt3.googleusercontent.com/vZ3H1dkH-3mx5KlnIITbcJT5o123ARX1dEZ-mgYnrW9xnZB4v9-IiHJqyp2LFXYi7Vjc0_gLBFo","UU4yDkTiEcy3hJ9LfCdx9Pkw","389737521","1170000","632","4314144","33039","796","gold","0.78","12.29","143804","1101","26","1:130","1:5530","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/2471993c-12bf-4d49-5a16-9cbbb2fb9100/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/25f2153c-6b45-45a9-289b-b07914bbcb00/public"
"UCLvaHVogti2o0AkXoNZzeKA","코이티비 KOITV","","@koitv17","2015-07-02 10:43:09","https://yt3.ggpht.com/LCFK5NzieaiBblP5APMsaBPMhZE5yeS3TfDPzTI51PWwSd8GZUoP0-IybcVt34oP8llB6vrOIUo=s88-c-k-c0x00ffffff-no-rj","[46, 49]","","","UULvaHVogti2o0AkXoNZzeKA","964445180","1140000","1812","7025740","320650","17403","gold","4.81","20.54","234191","10688","580","1:21","1:403","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/be835143-2e09-4a22-8fe4-c024629fe500/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/f3389cee-aab6-4f1f-57eb-6c9ece69f900/public"
"UC7Krez5EI8pXKHnYWsE-zUw","크리스 [구 소련여자]","개소리에도 철학이 있다, 대한민국 1타 개소리 예술가
국뽕이란 무엇인가? 대한민국 1타 국뽕 기술자
크리스 교수입니다.

고급 정보 : https://smartstore.naver.com/undertale
인스타그램 : https://instagram.com/goodboykris","@seoulbitch","2019-07-28 08:13:15","https://yt3.ggpht.com/ytc/AGIKgqNfEr5Z1y-UDfmam_2Sj0GWVmiT8FRByri5SKzAaw=s88-c-k-c0x00ffffff-no-rj","[46]","소련여자 외국인 외국인여자 해외반응 외국인반응 국뽕 russiangirl 러시아여자 러시아 southkorea soviet","https://yt3.googleusercontent.com/FB29DrRZRBPzHTH5kb8yEanNdWrQaF76lnobBdlqUTNC-1mkg-btjUeJn6KNq6l0OIS0JB6fAw","UU7Krez5EI8pXKHnYWsE-zUw","191072223","1110000","151","31951514","731092","122601","gold","2.67","95.95","1065050","24369","4086","1:43","1:260","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/fabe79c0-f13e-448f-dd87-7190a6fbf100/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/9140bf81-4236-44a5-81bd-6ab631283c00/public"
"UCACB9uLz5-62dEfpd8c5m7A","YumYum얌얌","안녕하세요 얌얌입니다
언제나 시청해 주셔서 감사드립니다
구독과 좋아요는 저희에게 큰힘이 됩니다 🙏🏻

Our content is discovering the rare visual food or street food around the world 
We are focusing on the food as well as how to cook.
""""Subscribe and Like"""" is a big inspiration to us 🙏🏻

Uploading session

1 Video Every 3 Days !","@yumyum_food","2020-05-27 08:37:12.401045","https://yt3.ggpht.com/K0VpOw7Vb3Nu-R6H15KYp0dLczt39F6dY_BLPB7-IAMSBb4kCxu5_fa7ZwXD1gnOT0ErTfBAxw=s88-c-k-c0x00ffffff-no-rj","[46, 49]","""yum yum"" ""yum yum얌얌"" 얌얌 streetfood ""korean food"" recipe ""recipe to"" 레시피 맛있는음식 yummy delicious food 음식 맛집 kfood ""k food"" 떡볶이 닭갈비 ""Yum yum"" 얌얌 kpop Bulgogi ""japan street food"" seafood tuna ""tuna cutting"" sashimi sushi ""japanese food"" tokyo japan ""japanese street food"" seafood octopus squid eggs cheese buns pork tokyo japan pork ""pork chop"" ""fried pork"" ""fried pork chops"" steak 여행 여행맛집 서울맛집 안양맛집 대구맛집 인천맛집 수원맛집 용인맛집 대전맛집 광주맛집 제주도맛집 시장","https://yt3.googleusercontent.com/6mPHPLqLnWcY92Vr-NnrljtTR73j0h5f5BosNhODc8GC2tgAkAl8qiMFkeHaVTfl5e_MrdiY","UUACB9uLz5-62dEfpd8c5m7A","410979927","1040000","779","4090454","25699","641","gold","0.64","13.11","136348","856","21","1:159","1:6492","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/ceca4b33-42c4-4c47-a070-307d1dc48c00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/248c4d06-9c2b-48f4-91eb-398ab249d400/public"
"UCKjq5UrlxXqb7EgPwZl5JNg","푸드스토리 FoodStory","여러분들에게 항상 좋은 영상을 보여드릴 수 있도록 노력하는 FoodStory입니다

Thank you so much for Watching my Videos
Have a good time and feel free to Subscribe my Channel

• E-Mail
📧 dlrtm238@naver.com","@foodstory95","2020-09-26 05:53:41.127309","https://yt3.ggpht.com/Kf6d0LYjCnvxcItID5NKhC2AskwPnG0HGocRBzX885h5ArVOvxUl-kP83EGv0V7740HuOdSIsQ=s88-c-k-c0x00ffffff-no-rj","[46, 49]","길거리음식 ""korean street food"" ""Korean Street Food"" ""street food"" ""Street Food"" ""korea street food"" ""Korea Street Food"" 푸드스토리 공장 ""식품 공장"" 음식 푸드 떡볶이 순대 튀김 어묵 오뎅 고기 소고기 과자 간식 케이크 빵 떡 디저트 초콜릿 Street street foodstory 몰아보기 대량생산 ""food factory"" factory ""korean food"" ""Korean Food"" Dessert Cake cake dessert korean food asmr korea 분식 돈까스 recipe chicken rice yummy yammy pork travel snacks bread 국수 noodles ""빵 공장"" 햄버거 뷔페 ""한식 뷔페"" 피자 pizza","https://yt3.googleusercontent.com/yar1XqgOVUYyDduKqnvfgi1t2tbDu-Gl-BnYm8OlQg5_PtstF_6y6YS2zT6Xti_T4lfBhZXpRA","UUKjq5UrlxXqb7EgPwZl5JNg","680129698","1030000","697","6292159","26083","892","gold","0.43","20.36","209738","869","29","1:241","1:7232","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/7e728e81-dee2-41f4-1054-3f242b457100/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/0f2b0933-1d0c-4b6b-592f-6218e66a9000/public"
"UCsIAfWi3uxjnQPpdvBgBI4Q","Family Kim 패밀리김","저희는 브라질과 한국에서 살아가는 패밀리김입니다
소소하게 사는 이야기를 올리고 있습니다
Olá somos Family Kim,
somos um casal internacional, coreano e brasileira!

연락하는곳: jhaemil@naver.com","@familykim","2017-07-09 17:57:46","https://yt3.ggpht.com/138mzCpXOeMmLkwEdCGIbOo1wCpkfPdShFX6ZnQyo6Y5L7Jcega97ev3q-Z7gsEP64teuMvnN2I=s88-c-k-c0x00ffffff-no-rj","[46]","","https://yt3.googleusercontent.com/PZyVG3_Mo-RU7NHxB_FkExdj2IDIReJYPpAOO-XsqHrMtfyAyxWXBDSuIGZVquBRyNdvvA0","UUsIAfWi3uxjnQPpdvBgBI4Q","194227199","1020000","299","16167682","718079","29759","gold","4.63","52.84","538922","23935","991","1:22","1:543","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/232349fc-e60e-4e0d-7d3b-c20e71a99200/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/a573f016-b51c-4b26-d762-8e441f23a300/public"
